No,X,Y,SiteName,SiteID,Context,SiteType,SampleID,Lab,LabID,Material,BP,Error,References
1,,,풍납토성 현대,가-2호 주거지,,주거지,-,서울대학교 기초과학공동기기원,-,Charcoal,2190,50,"국립문화재연구소, 2001, 풍납토성Ⅰ - 현대연합주택 및 1지구 재건축 부지"
2,,,풍납토성 현대,가-3호 주거지,,주거지,-,서울대학교 기초과학공동기기원,-,Charcoal,1980,50,"국립문화재연구소, 2001, 풍납토성Ⅰ - 현대연합주택 및 1지구 재건축 부지"
3,,,풍납토성 현대,가-4호 주거지,,주거지,-,서울대학교 기초과학공동기기원,-,Charcoal,1850,50,"국립문화재연구소, 2001, 풍납토성Ⅰ - 현대연합주택 및 1지구 재건축 부지"
4,,,풍납토성 현대,나-1호 주거지,,주거지,-,서울대학교 기초과학공동기기원,-,Charcoal,2030,60,"국립문화재연구소, 2001, 풍납토성Ⅰ - 현대연합주택 및 1지구 재건축 부지"
5,,,풍납토성 현대,나-3호 주거지,,주거지,-,서울대학교 기초과학공동기기원,-,Charcoal,2150,50,"국립문화재연구소, 2001, 풍납토성Ⅰ - 현대연합주택 및 1지구 재건축 부지"
6,,,풍납토성 현대,나-8호 주거지,,주거지,-,서울대학교 기초과학공동기기원,-,Charcoal,2080,60,"국립문화재연구소, 2001, 풍납토성Ⅰ - 현대연합주택 및 1지구 재건축 부지"
7,,,풍납토성 동성벽,B지점 내벽,3토루 상부,성벽,-,서울대학교 기초과학공동기기원,-,Charcoal,1820,50,"국립문화재연구소, 2002, 풍납토성Ⅱ - 동벽 발굴조사 보고서"
8,,,풍납토성 동성벽,A지점 내벽,5토루 뻘층,성벽,-,서울대학교 기초과학공동기기원,-,Charcoal,2050,50,"국립문화재연구소, 2002, 풍납토성Ⅱ - 동벽 발굴조사 보고서"
9,,,풍납토성 동성벽,B지점 내벽,6토루 석축 하부 뻘층,성벽,-,서울대학교 기초과학공동기기원,-,Charcoal,1930,50,"국립문화재연구소, 2002, 풍납토성Ⅱ - 동벽 발굴조사 보고서"
10,,,풍납토성 동성벽,북측 Tr,하부 초석(건물지),건물지,-,서울대학교 기초과학공동기기원,-,Charcoal,2050,50,"국립문화재연구소, 2002, 풍납토성Ⅱ - 동벽 발굴조사 보고서"
11,,,풍납토성 경당지구,44호 서편 구,,구상유구,-,서울대학교 기초과학공동기기원,SNU 00-120,Charcoal,1520,40,"한신대학교박물관, 2004, 풍납토성Ⅳ - 경당지구 9호 유구에 대한 발굴보고"
12,,,풍납토성 경당지구,44호 동편 구,,구상유구,-,서울대학교 기초과학공동기기원,SNU 00-121,Charcoal,1680,40,"한신대학교박물관, 2004, 풍납토성Ⅳ - 경당지구 9호 유구에 대한 발굴보고"
13,,,풍납토성 경당지구,44호 입구부,,구상유구,-,서울대학교 기초과학공동기기원,SNU 00-226,Charcoal,1780,40,"한신대학교박물관, 2004, 풍납토성Ⅳ - 경당지구 9호 유구에 대한 발굴보고"
14,,,풍납토성 경당지구,44호 서편 구,,구상유구,-,서울대학교 기초과학공동기기원,SNU 00-227,Charcoal,1900,60,"한신대학교박물관, 2004, 풍납토성Ⅳ - 경당지구 9호 유구에 대한 발굴보고"
15,,,풍납토성 외환은행,목제우물 유구 21번,,우물,-,서울대학교 기초과학공동기기원,SNU 04-809,Wood,1650,40,"국립문화재연구소, 2007, 풍납토성Ⅷ - 외환은행직원합숙소부지 · 소규모주택신축부지 · 강동빌라부지 · 대진·동산연립주택부지 -"
16,,,풍납토성 외환은행,목제우물 유구 27번,,우물,-,서울대학교 기초과학공동기기원,SNU 04-808,Wood,1660,40,"국립문화재연구소, 2007, 풍납토성Ⅷ - 외환은행직원합숙소부지 · 소규모주택신축부지 · 강동빌라부지 · 대진·동산연립주택부지 -"
17,,,풍납토성 미래마을,가-1호 주거지,,주거지,-,서울대학교 기초과학공동기기원,SNU 07-160,Charcoal,1700,50,"국립문화재연구소, 2009, 풍납토성Ⅺ - 풍납동 197번지(미래마을) 시굴 및 발굴조사 보고서"
18,,,풍납토성 미래마을,가-2호 주거지,①,주거지,-,서울대학교 기초과학공동기기원,SNU 07-163,Charcoal,1990,60,"국립문화재연구소, 2009, 풍납토성Ⅺ - 풍납동 197번지(미래마을) 시굴 및 발굴조사 보고서"
19,,,풍납토성 미래마을,가-2호 주거지,②,주거지,-,서울대학교 기초과학공동기기원,SNU 07-164,Charcoal,1470,50,"국립문화재연구소, 2009, 풍납토성Ⅺ - 풍납동 197번지(미래마을) 시굴 및 발굴조사 보고서"
20,,,풍납토성 미래마을,가-3호 주거지,①,주거지,-,서울대학교 기초과학공동기기원,SNU 07-161,Charcoal,1710,50,"국립문화재연구소, 2009, 풍납토성Ⅺ - 풍납동 197번지(미래마을) 시굴 및 발굴조사 보고서"
21,,,풍납토성 미래마을,가-3호 주거지,②,주거지,-,서울대학교 기초과학공동기기원,SNU 07-162,Charcoal,1650,60,"국립문화재연구소, 2009, 풍납토성Ⅺ - 풍납동 197번지(미래마을) 시굴 및 발굴조사 보고서"
22,,,풍납토성 미래마을,가-6호 주거지,①,주거지,-,서울대학교 기초과학공동기기원,SNU 07-167,Charcoal,2070,80,"국립문화재연구소, 2009, 풍납토성Ⅺ - 풍납동 197번지(미래마을) 시굴 및 발굴조사 보고서"
23,,,풍납토성 미래마을,가-6호 주거지,②,주거지,-,서울대학교 기초과학공동기기원,SNU 07-168,Charcoal,1690,50,"국립문화재연구소, 2009, 풍납토성Ⅺ - 풍납동 197번지(미래마을) 시굴 및 발굴조사 보고서"
24,,,풍납토성 미래마을,가-1호 폐기수혈,s63.5w9 3층,수혈,-,서울대학교 기초과학공동기기원,SNU 07-158,Charcoal,1860,50,"국립문화재연구소, 2009, 풍납토성Ⅺ - 풍납동 197번지(미래마을) 시굴 및 발굴조사 보고서"
25,,,풍납토성 미래마을,가-1호 폐기수혈,"A, B 하층 구",구상유구,-,서울대학교 기초과학공동기기원,SNU 07-159,Charcoal,1670,50,"국립문화재연구소, 2009, 풍납토성Ⅺ - 풍납동 197번지(미래마을) 시굴 및 발굴조사 보고서"
26,,,풍납토성 미래마을,가-30호 수혈 건물지,,건물지,-,서울대학교 기초과학공동기기원,SNU 08-295,Charcoal,1660,50,"국립문화재연구소, 2009, 풍납토성Ⅺ - 풍납동 197번지(미래마을) 시굴 및 발굴조사 보고서"
27,,,풍납토성 미래마을,가-48호 수혈,,수혈,-,서울대학교 기초과학공동기기원,SNU 07-166,Charcoal,1790,50,"국립문화재연구소, 2009, 풍납토성Ⅺ - 풍납동 197번지(미래마을) 시굴 및 발굴조사 보고서"
28,,,풍납토성 미래마을,가-59호 수혈,,수혈,-,서울대학교 기초과학공동기기원,SNU  07-165,Charcoal,1640,50,"국립문화재연구소, 2009, 풍납토성Ⅺ - 풍납동 197번지(미래마을) 시굴 및 발굴조사 보고서"
29,,,풍납토성 미래마을,가-79호 수혈,목탄층,수혈,-,서울대학교 기초과학공동기기원,SNU 08-292,Charcoal,1710,60,"국립문화재연구소, 2009, 풍납토성Ⅺ - 풍납동 197번지(미래마을) 시굴 및 발굴조사 보고서"
30,,,풍납토성 미래마을,나-3호 주거지,,주거지,-,서울대학교 기초과학공동기기원,SNU 08-297,Charcoal,1700,50,미보고
31,,,풍납토성 미래마을,나-6호 주거지,,주거지,-,서울대학교 기초과학공동기기원,SNU 08-294,Charcoal,1610,50,미보고
32,,,풍납토성 미래마을,나-6호 주거지,부뚜막 내부,주거지,-,서울대학교 기초과학공동기기원,SNU 10-521,Charcoal,1670,40,미보고
33,,,풍납토성 미래마을,나-7호 주거지,,주거지,-,서울대학교 기초과학공동기기원,SNU 08-296,Charcoal,1750,50,미보고
34,,,풍납토성 미래마을,나-7호 주거지,(추가),주거지,-,서울대학교 기초과학공동기기원,SNU 10-520,Charcoal,2940,50,미보고
35,,,풍납토성 미래마을,나-8호 주거지,,주거지,-,서울대학교 기초과학공동기기원,SNU 08-302,Charcoal,1960,50,미보고
36,,,풍납토성 미래마을,나-10호 주거지,,주거지,-,서울대학교 기초과학공동기기원,SNU 10-522,Charcoal,1960,40,미보고
37,,,풍납토성 미래마을,나-10호 주거지,철겸 하단부,주거지,-,서울대학교 기초과학공동기기원,SNU 10-525,Charcoal,1750,40,미보고
38,,,풍납토성 미래마을,나-10호 주거지,횡목,주거지,-,서울대학교 기초과학공동기기원,SNU 10-526,Charcoal,1780,60,미보고
39,,,풍납토성 미래마을,나-10호 주거지,동편 모서리 말뚝,주거지,-,서울대학교 기초과학공동기기원,SNU 10-527,Charcoal,1720,40,미보고
40,,,풍납토성 미래마을,나-10호 주거지,2월 1일,주거지,-,국립문화재연구소 보존과학실,SNU 11-R086,Charcoal,1940,40,미보고
41,,,풍납토성 미래마을,나-10호 주거지,2월 2일,주거지,-,국립문화재연구소 보존과학실,SNU 11-R087,Charcoal,1760,40,미보고
42,,,풍납토성 미래마을,나-10호 주거지,6월 1일,주거지,-,국립문화재연구소 보존과학실,SNU 11-R088,Charcoal,1810,50,미보고
43,,,풍납토성 미래마을,나-10호 주거지,1월 14일,주거지,-,국립문화재연구소 보존과학실,SNU 11-R089,Charcoal,5840,70,미보고
44,,,풍납토성 미래마을,나-12호 주거지,,주거지,-,서울대학교 기초과학공동기기원,SNU 08-298,Charcoal,1700,50,미보고
45,,,풍납토성 미래마을,나-18호 주거지,부뚜막,주거지,-,서울대학교 기초과학공동기기원,SNU 10-528,Charcoal,1690,40,미보고
46,,,풍납토성 미래마을,나-19-1호 수혈,,수혈,-,서울대학교 기초과학공동기기원,SNU 08-293,Charcoal,1920,50,미보고
47,,,풍납토성 미래마을,나-36-1호 수혈,,수혈,-,서울대학교 기초과학공동기기원,SNU 08-301,Charcoal,1930,50,미보고
48,,,풍납토성 미래마을,나-39호 수혈,화장실 유구 추정,수혈,-,서울대학교 기초과학공동기기원,SNU 08-300,Charcoal,1790,50,미보고
49,,,풍납토성 미래마을,나-39호 수혈,수혈 내 바닥,수혈,-,서울대학교 기초과학공동기기원,SNU 10-524,Charcoal,2660,40,미보고
50,,,풍납토성 미래마을,나-47호 수혈,,수혈,-,서울대학교 기초과학공동기기원,SNU 08-299,Charcoal,1690,50,미보고
51,,,풍납토성 미래마을,다-3호 주거지,서벽 벽체부 내 소토층,주거지,-,서울대학교 기초과학공동기기원,SNU 10-531,Charcoal,1850,50,미보고
52,,,풍납토성 미래마을,다-3호 주거지,동벽,주거지,-,서울대학교 기초과학공동기기원,SNU 10-532,Charcoal,1790,40,미보고
53,,,풍납토성 미래마을,다-5호 주거지,바닥 목탄층,주거지,-,서울대학교 기초과학공동기기원,SNU 10-529,Charcoal,1820,50,미보고
54,,,풍납토성 미래마을,라-1호 주거지,부뚜막,주거지,-,서울대학교 기초과학공동기기원,SNU 10-534,Charcoal,1880,50,미보고
55,,,풍납토성 미래마을,라-2호 주거지,부뚜막 내부,주거지,-,서울대학교 기초과학공동기기원,SNU 10-533,Charcoal,1900,50,미보고
56,,,풍납토성 미래마을,N40E30 대옹,대옹 내,-,-,서울대학교 기초과학공동기기원,SNU 10-530,Charcoal,1760,40,미보고
57,,,풍납토성 미래마을,라-3호 주거지,④,주거지,-,서울대학교 기초과학공동기기원,SNU 10-R166,Charcoal,1770,50,미보고
58,,,풍납토성 미래마을,라-7호 주거지,③,주거지,-,서울대학교 기초과학공동기기원,SNU 10-R167,Charcoal,1850,50,미보고
59,,,풍납토성 미래마을,라-8호 주거지,①-1,주거지,-,서울대학교 기초과학공동기기원,SNU 10-R168,Charcoal,1790,50,미보고
60,,,풍납토성 미래마을,라-8호 주거지,①-2,주거지,-,서울대학교 기초과학공동기기원,SNU 10-R169,Charcoal,1820,50,미보고
61,,,풍납토성 미래마을,라-8호 주거지,①-3,주거지,-,서울대학교 기초과학공동기기원,SNU 10-R170,Charcoal,1760,50,미보고
62,,,풍납토성 미래마을,라-8호 주거지,①-4,주거지,-,서울대학교 기초과학공동기기원,SNU 10-R171,Charcoal,1870,50,미보고
63,,,풍납토성 미래마을,라-8호 주거지,①-5,주거지,-,서울대학교 기초과학공동기기원,SNU 10-R172,Charcoal,1790,50,미보고
64,,,풍납토성 미래마을,라-8호 주거지,①-6,주거지,-,서울대학교 기초과학공동기기원,SNU 10-R173,Charcoal,1820,50,미보고
65,,,풍납토성 미래마을,라-8호 주거지,②-1,주거지,-,서울대학교 기초과학공동기기원,SNU 10-R174,Charcoal,2180,50,미보고
66,,,풍납토성 미래마을,라-8호 주거지,②-2,주거지,-,서울대학교 기초과학공동기기원,SNU 10-R175,Charcoal,1970,50,미보고
67,,,풍납토성 미래마을,라-19호 주거지,내부 서벽 1,주거지,-,서울대학교 기초과학공동기기원,SNU 11-R090,Charcoal,2000,40,미보고
68,,,풍납토성 미래마을,라-19호 주거지,내부 서벽 2-1,주거지,-,서울대학교 기초과학공동기기원,SNU 11-R091,Charcoal,2070,40,미보고
69,,,풍납토성 미래마을,라-19호 주거지,내부 서벽 2-2,주거지,-,서울대학교 기초과학공동기기원,SNU 11-R092,Charcoal,2030,50,미보고
70,,,풍납토성 미래마을,라-19호 주거지,서벽 3-1,주거지,-,서울대학교 기초과학공동기기원,SNU 11-R093,Charcoal,2030,40,미보고
71,,,풍납토성 미래마을,라-19호 주거지,서벽 4,주거지,-,서울대학교 기초과학공동기기원,SNU 11-R094,Charcoal,1890,40,미보고
72,,,풍납토성 미래마을,라-19호 주거지,바닥 62grid 7,주거지,-,서울대학교 기초과학공동기기원,SNU 11-R095,Charcoal,2010,40,미보고
73,,,풍납토성 미래마을,마-1호 주거지,부뚜막 내부 1,주거지,-,서울대학교 기초과학공동기기원,SNU 11-R096,Charcoal,1800,40,미보고
74,,,풍납토성 미래마을,마-1호 주거지,부뚜막 왼편 2,주거지,-,서울대학교 기초과학공동기기원,SNU 11-R097,Charcoal,1840,40,미보고
75,,,풍납토성 미래마을,마-1호 주거지,주거지 남서편 3,주거지,-,서울대학교 기초과학공동기기원,SNU 11-R098,Charcoal,1840,40,미보고
76,,,풍납토성 경당지구,경당 1구역 229-6호,,-,-,한국지질자원연구원,KR 08-293,Charcoal,1780,40,"한신대학교박물관, 2011, 풍납토성Ⅻ - 경당지구 196호 유구에 대한 보고 -"
77,,,풍납토성 경당지구,경당 1구역 206호,사도되메우기층-2,-,-,한국지질자원연구원,KR 08-294,Charcoal,1840,50,"한신대학교박물관, 2011, 풍납토성Ⅻ - 경당지구 196호 유구에 대한 보고 -"
78,,,풍납토성 경당지구,경당 1구역,전체토층 6-1층,-,-,한국지질자원연구원,KR 08-296,Charcoal,1670,50,"한신대학교박물관, 2011, 풍납토성Ⅻ - 경당지구 196호 유구에 대한 보고 -"
79,,,풍납토성 경당지구,경당 1구역,전체토층 6-2층,-,-,한국지질자원연구원,KR 08-297,Charcoal,1550,40,"한신대학교박물관, 2011, 풍납토성Ⅻ - 경당지구 196호 유구에 대한 보고 -"
80,,,풍납토성 경당지구,경당 1구역 206호,사도되메우기층-1,-,-,한국지질자원연구원,KR 08-298,Charcoal,1760,40,"한신대학교박물관, 2011, 풍납토성Ⅻ - 경당지구 196호 유구에 대한 보고 -"
81,,,풍납토성 경당지구,경당 2구역 101호,남북 보크 D 수혈 2층,수혈,-,한국지질자원연구원,KR 08-299,Charcoal,1790,40,"한신대학교박물관, 2011, 풍납토성Ⅻ - 경당지구 196호 유구에 대한 보고 -"
82,,,풍납토성 경당지구,경당 2구역 101호,남북 보크 5층,수혈,-,한국지질자원연구원,KR 08-300,Charcoal,1710,40,"한신대학교박물관, 2011, 풍납토성Ⅻ - 경당지구 196호 유구에 대한 보고 -"
83,,,풍납토성 경당지구,경당 2구역 101호,동서 보크 13층,수혈,-,한국지질자원연구원,KR 08-301,Charcoal,1660,40,"한신대학교박물관, 2011, 풍납토성Ⅻ - 경당지구 196호 유구에 대한 보고 -"
84,,,풍납토성 경당지구,경당 3구역 44호,남쪽 보크 상,건물지,-,한국지질자원연구원,KR 08-303,Charcoal,1840,40,"한신대학교박물관, 2011, 풍납토성Ⅻ - 경당지구 196호 유구에 대한 보고 -"
85,,,풍납토성 경당지구,경당 3구역 44호,남쪽 보크 하,건물지,-,한국지질자원연구원,KR 08-304,Charcoal,1760,40,"한신대학교박물관, 2011, 풍납토성Ⅻ - 경당지구 196호 유구에 대한 보고 -"
86,,,풍납토성 경당지구,경당 3구역 44호,동쪽 보크 하,건물지,-,한국지질자원연구원,KR 08-305,Charcoal,1750,40,"한신대학교박물관, 2011, 풍납토성Ⅻ - 경당지구 196호 유구에 대한 보고 -"
87,,,풍납토성 경당지구,경당 3구역 44호,서쪽 보크 하,건물지,-,한국지질자원연구원,KR 08-306,Charcoal,1740,40,"한신대학교박물관, 2011, 풍납토성Ⅻ - 경당지구 196호 유구에 대한 보고 -"
88,,,풍납토성 경당지구,경당 3구역 44호,상면 벽체 제거중,건물지,-,한국지질자원연구원,KR 08-307,Charcoal,1730,40,"한신대학교박물관, 2011, 풍납토성Ⅻ - 경당지구 196호 유구에 대한 보고 -"
89,,,풍납토성 경당지구,경당 3구역 44호,출입구 부분 적석시설,건물지,-,한국지질자원연구원,KR 08-308,Charcoal,1840,40,"한신대학교박물관, 2011, 풍납토성Ⅻ - 경당지구 196호 유구에 대한 보고 -"
90,,,풍납토성 경당지구,경당 4구역 196호,기둥,건물지,-,한국지질자원연구원,KR 08-309,Charcoal,1810,40,"한신대학교박물관, 2011, 풍납토성Ⅻ - 경당지구 196호 유구에 대한 보고 -"
91,,,풍납토성 경당지구,경당 4구역 196호,벽체 목재,건물지,-,한국지질자원연구원,KR 08-310,Charcoal,1730,40,"한신대학교박물관, 2011, 풍납토성Ⅻ - 경당지구 196호 유구에 대한 보고 -"
92,,,풍납토성 동성벽(학제),동성벽(학제),초축 지정공사,성벽,PN2011-01,Beta Analytic,BETA-306898,Wood,1770,30,"국립문화재연구소, 2014, 풍납토성ⅩⅥ - 성벽의 축조공법 및 연대 규명을 위한 학제간 융합연구 -"
93,,,풍납토성 동성벽(학제),동성벽(학제),초축 지정공사,성벽,PN2011-01,University of Glasgow,SUERC-36921,Wood,1790,30,"국립문화재연구소, 2014, 풍납토성ⅩⅥ - 성벽의 축조공법 및 연대 규명을 위한 학제간 융합연구 -"
94,,,풍납토성 동성벽(학제),동성벽(학제),초축 지정공사,성벽,PN2011-06,Beta Analytic,BETA-306903,Wood,1730,30,"국립문화재연구소, 2014, 풍납토성ⅩⅥ - 성벽의 축조공법 및 연대 규명을 위한 학제간 융합연구 -"
95,,,풍납토성 동성벽(학제),동성벽(학제),초축 지정공사,성벽,PN2011-06,University of Glasgow,SUERC-36922,Wood,1855,30,"국립문화재연구소, 2014, 풍납토성ⅩⅥ - 성벽의 축조공법 및 연대 규명을 위한 학제간 융합연구 -"
96,,,풍납토성 동성벽(학제),동성벽(학제),초축 지정공사,성벽,PN2011-06-re,University of Glasgow,SUERC-39134,Wood,1730,25,"국립문화재연구소, 2014, 풍납토성ⅩⅥ - 성벽의 축조공법 및 연대 규명을 위한 학제간 융합연구 -"
97,,,풍납토성 동성벽(학제),동성벽(학제),초축 성토공사,성벽,PN2011-02(new),Beta Analytic,BETA-307342,Charcoal,1660,30,"국립문화재연구소, 2014, 풍납토성ⅩⅥ - 성벽의 축조공법 및 연대 규명을 위한 학제간 융합연구 -"
98,,,풍납토성 동성벽(학제),동성벽(학제),초축 성토공사,성벽,PN2011-03,Beta Analytic,BETA-306900,Charcoal,1630,30,"국립문화재연구소, 2014, 풍납토성ⅩⅥ - 성벽의 축조공법 및 연대 규명을 위한 학제간 융합연구 -"
99,,,풍납토성 동성벽(학제),동성벽(학제),초축 성토공사,성벽,PN2011-03,University of Glasgow,SUERC-37213,Charcoal,1710,40,"국립문화재연구소, 2014, 풍납토성ⅩⅥ - 성벽의 축조공법 및 연대 규명을 위한 학제간 융합연구 -"
100,,,풍납토성 동성벽(학제),동성벽(학제),1차 증축,성벽,PN2011-4,Beta Analytic,BETA-306901,Charcoal,1640,30,"국립문화재연구소, 2014, 풍납토성ⅩⅥ - 성벽의 축조공법 및 연대 규명을 위한 학제간 융합연구 -"
101,,,풍납토성 동성벽(학제),동성벽(학제),1차 증축,성벽,PN2011-4,University of Glasgow,SUERC-36922,Charcoal,1740,35,"국립문화재연구소, 2014, 풍납토성ⅩⅥ - 성벽의 축조공법 및 연대 규명을 위한 학제간 융합연구 -"
102,,,풍납토성 동성벽(학제),동성벽(학제),1차 증축,성벽,PN2011-04-re,University of Glasgow,SUERC-37213,Wood,1895,30,"국립문화재연구소, 2014, 풍납토성ⅩⅥ - 성벽의 축조공법 및 연대 규명을 위한 학제간 융합연구 -"
103,,,풍납토성 동성벽(학제),동성벽(학제),보수구간,성벽,PN2011-05,Beta Analytic,BETA-306902,Charcoal,1650,30,"국립문화재연구소, 2014, 풍납토성ⅩⅥ - 성벽의 축조공법 및 연대 규명을 위한 학제간 융합연구 -"
104,,,풍납토성 동성벽(학제),동성벽(학제),보수구간,성벽,PN2011-05,University of Glasgow,SUERC-37331,Charcoal,1760,35,"국립문화재연구소, 2014, 풍납토성ⅩⅥ - 성벽의 축조공법 및 연대 규명을 위한 학제간 융합연구 -"
105,,,풍납토성 동성벽(학제),동성벽(학제),보수구간,성벽,PN2011-05-re,University of Glasgow,SUERC-39130,Charcoal,1720,30,"국립문화재연구소, 2014, 풍납토성ⅩⅥ - 성벽의 축조공법 및 연대 규명을 위한 학제간 융합연구 -"
106,,,풍납토성 태양열주택부지,구상유구,내부토 ,구상유구,PN-16-1,Beta Analytic,BETA-439595,-,1720,30,"국립강화문화재연구소, 2017, 풍납토성ⅩⅧ - (구)태양열주택부지 발굴조사 보고서 -"
107,,,풍납토성 태양열주택부지,구상유구,합 출토지점,구상유구,PN-16-2,Beta Analytic,BETA-439596,-,1730,30,"국립강화문화재연구소, 2017, 풍납토성ⅩⅧ - (구)태양열주택부지 발굴조사 보고서 -"
108,,,풍납토성 태양열주택부지,트렌치 2,자갈다짐층,-,PN-16-3,Beta Analytic,BETA-439597,-,1760,30,"국립강화문화재연구소, 2017, 풍납토성ⅩⅧ - (구)태양열주택부지 발굴조사 보고서 -"
109,,,풍납토성 태양열주택부지,동쪽 확장구간 수혈 내부,,수혈,PN-16-4,Beta Analytic,BETA-439598,-,1700,30,"국립강화문화재연구소, 2017, 풍납토성ⅩⅧ - (구)태양열주택부지 발굴조사 보고서 -"
110,,,풍납동 474-2,Ch3-K,,수혈,-,KIST,KISTAMS 2100140,Charcoal,1683,20,"고려문화재연구원, 2023, 서울 풍납동 474-2번지 유적"
111,,,풍납동 474-2,Ch4-K,,수혈,-,KIST,KISTAMS 2100141,Charcoal,1589,19,"고려문화재연구원, 2023, 서울 풍납동 474-2번지 유적"
112,,,풍납동 281-4,10호 수혈,내부,수혈,-,CAL,-,Charcoal,1780,30,"수도문물연구원, 서울 풍납동 281-4번지 유적"
113,,,방이동 41-2,10호 주거지,바닥,주거지,-,CAL,-,Charcoal,1500,30,"춘추문화유산연구원, 2024, 서울 방이동 41-2번지 유적"
114,,,방이동 41-2,13호 주거지,바닥,주거지,-,CAL,-,Charcoal,1580,30,"춘추문화유산연구원, 2024, 서울 방이동 41-2번지 유적"
115,,,방이동 48,1호 주거지,,주거지,방이-1,CAL,-,Charcoal,1660,40,"한울문화유산연구원, 2024, 서울 방이동 48번지 유적"
116,,,방이동 48,1호 주거지,,주거지,방이-2,CAL,-,Charcoal,1770,40,"한울문화유산연구원, 2024, 서울 방이동 48번지 유적"
117,,,방이동 48,4호 주거지,,주거지,방이-3,CAL,-,Charcoal,1720,40,"한울문화유산연구원, 2024, 서울 방이동 48번지 유적"
118,,,방이동 48,6호 주거지,,주거지,방이-4,CAL,-,Charcoal,1800,40,"한울문화유산연구원, 2024, 서울 방이동 48번지 유적"
119,,,암사동 193,2지점 백제 20호 수혈,,수혈,암사-6,한국지질자원연구원,KGM-OWd190697,-,1340,30,"한울문화재연구원, 2021, 서울 암사동 193번지 유적"
120,,,암사동 193,2지점 시기미상 37호 수혈,,수혈,암사-7,한국지질자원연구원,KGM-OWd190698,-,1330,30,"한울문화재연구원, 2021, 서울 암사동 193번지 유적"
121,,,암사동 193,1지점 시기미상 42호 주거지,,주거지,암사-9,한국지질자원연구원,KGM-OWd190700,-,1430,30,"한울문화재연구원, 2021, 서울 암사동 193번지 유적"
122,,,천호동 458-3,6호 주거지,,주거지,-,Radpion,RPC190097,Charcoal,1700,40,"비전문화유산연구원, 2021, 서울 천호동 458-3번지 유적"
123,,,천호동 328-9,주거지,내부,주거지,시료 1,CAL,CWd231159,Charcoal,1690,30,"수도문물연구원,, 2024, 천호동 328-9번지 유적"
124,,,몽촌토성 북문지 내측(2013-2014),통일신라 4호 주거지,1,주거지,몽촌-14-1,서울대학교 기초과학공동기기원,SNU 14-046,Charcoal,1320,40,"한성백제박물관, 2016, 몽촌토성Ⅰ"
125,,,몽촌토성 북문지 내측(2013-2014),통일신라 4호 주거지,2,주거지,몽촌-14-2,서울대학교 기초과학공동기기원,SNU 14-147,Charcoal,1250,60,"한성백제박물관, 2016, 몽촌토성Ⅰ"
126,,,몽촌토성 북문지 내측(2013-2014),통일신라 1호 주거지,기둥 내(흙 포함),주거지,몽촌-14-3,한국지질자원연구원,KGM-OWd150388,Charcoal,1670,30,"한성백제박물관, 2016, 몽촌토성Ⅰ"
127,,,몽촌토성 북문지 내측(2013-2014),통일신라 5호 주거지,"2, 구들 바닥(17.02m)(흙 포함)",주거지,몽촌-14-4,한국지질자원연구원,KMG-OWd150389,Charcoal,1590,30,"한성백제박물관, 2016, 몽촌토성Ⅰ"
128,,,몽촌토성 북문지 내측(2013-2014),통일신라 8호 주거지,바닥(흙 포함),주거지,몽촌-14-5,한국지질자원연구원,KGM-OWd150390,Charcoal,1260,30,"한성백제박물관, 2016, 몽촌토성Ⅰ"
129,,,몽촌토성 북문지 내측(2013-2014),통일신라 10호 주거지,"2, 5 기둥구멍 내(흙 포함)",주거지,몽촌-14-6,한국지질자원연구원,KGM-OWd150391,Charcoal,1560,40,"한성백제박물관, 2016, 몽촌토성Ⅰ"
130,,,몽촌토성 북문지 내측(2013-2014),통일신라 11호 주거지,"1, 바닥(흙 포함)",주거지,몽촌-14-7,한국지질자원연구원,KGM-OWd150392,Charcoal,1280,30,"한성백제박물관, 2016, 몽촌토성Ⅰ"
131,,,몽촌토성 북문지 내측(2013-2014),통일신라 13호 주거지,구들 바닥(흙 포함),주거지,몽촌-14-8,한국지질자원연구원,KGM-OWd150393,Charcoal,1520,30,"한성백제박물관, 2016, 몽촌토성Ⅰ"
132,,,몽촌토성 북문지 내측(2013-2014),통일신라 14호 주거지,바닥(흙 포함),주거지,몽촌-14-9,한국지질자원연구원,KGM-OWd150394,Charcoal,1360,50,"한성백제박물관, 2016, 몽촌토성Ⅰ"
133,,,몽촌토성 북문지 내측(2013-2014),통일신라 16호 주거지,"2, 구들(흙, 호일 포함)",주거지,몽촌-14-10,한국지질자원연구원,KGM-OWd150395,Charcoal,1300,30,"한성백제박물관, 2016, 몽촌토성Ⅰ"
134,,,몽촌토성 북문지 내측(2013-2014),삼국시대 수혈,"1, 바닥(흙 포함)",수혈,몽촌-14-12,한국지질자원연구원,KGM-OWd150397,Charcoal,1570,30,"한성백제박물관, 2016, 몽촌토성Ⅰ"
135,,,몽촌토성 북문지 내측(2013-2014),삼국시대 구상유구,"1, 바닥(흙 포함)",구상유구,몽촌-14-13,한국지질자원연구원,KGM-OWd150398,Charcoal,1640,30,"한성백제박물관, 2016, 몽촌토성Ⅰ"
136,,,몽촌토성 북문지 내측(2013-2014),통일신라 17호 주거지,둑 제거중(흙 포함),주거지,몽촌-14-14,한국지질자원연구원,KGM-OWd150399,Charcoal,1610,30,"한성백제박물관, 2016, 몽촌토성Ⅰ"
